timestamp,from_state,to_state,person_count,squat_count,hands_count
2026-04-07T23:16:54,SQUAT,HANDS UP,3,3,3
2026-04-07T23:16:58,HANDS UP,SQUAT,3,3,1
2026-04-07T23:17:08,SQUAT,HANDS UP,3,2,2
2026-04-07T23:17:12,HANDS UP,SQUAT,3,2,1
2026-04-07T23:17:23,SQUAT,STILLNESS,3,1,1
2026-04-07T23:17:31,STILLNESS,HUDDLE LEFT,3,1,0
2026-04-07T23:17:35,HUDDLE LEFT,SQUAT,2,1,0
2026-04-07T23:17:40,SQUAT,IDLE,2,0,0
2026-04-07T23:17:43,IDLE,SQUAT,2,1,0
2026-04-07T23:17:48,SQUAT,IDLE,2,0,0
2026-04-07T23:17:52,IDLE,SQUAT,2,2,0
2026-04-07T23:17:59,SQUAT,HUDDLE RIGHT,4,1,0
2026-04-07T23:18:04,HUDDLE RIGHT,IDLE,2,0,0
2026-04-07T23:18:07,IDLE,HUDDLE RIGHT,3,0,0
2026-04-07T23:18:14,HUDDLE RIGHT,IDLE,2,0,0
2026-04-07T23:18:21,IDLE,HUDDLE RIGHT,2,0,0
2026-04-07T23:18:25,HUDDLE RIGHT,IDLE,3,1,0
2026-04-07T23:18:30,IDLE,STILLNESS,3,0,1
2026-04-07T23:18:38,STILLNESS,IDLE,3,0,1
2026-04-07T23:18:43,IDLE,STILLNESS,3,0,0
2026-04-07T23:18:51,STILLNESS,IDLE,3,0,1
2026-04-07T23:18:54,IDLE,HUDDLE RIGHT,3,0,0
2026-04-07T23:19:01,HUDDLE RIGHT,IDLE,2,0,0
2026-04-07T23:19:04,IDLE,HUDDLE RIGHT,3,0,0
2026-04-07T23:19:15,HUDDLE RIGHT,IDLE,1,0,0
2026-04-07T23:19:18,IDLE,HUDDLE RIGHT,3,0,0
2026-04-07T23:19:22,HUDDLE RIGHT,IDLE,3,0,0
2026-04-07T23:19:32,IDLE,HUDDLE RIGHT,4,0,1
2026-04-07T23:19:36,HUDDLE RIGHT,IDLE,3,0,0
2026-04-07T23:19:40,IDLE,HUDDLE LEFT,3,0,0
2026-04-07T23:19:46,HUDDLE LEFT,IDLE,2,0,0
2026-04-07T23:19:49,IDLE,HUDDLE LEFT,3,0,0
2026-04-07T23:19:53,HUDDLE LEFT,IDLE,2,0,0
2026-04-07T23:19:57,IDLE,HANDS UP,4,0,2
2026-04-07T23:20:01,HANDS UP,IDLE,1,0,0
2026-04-07T23:20:04,IDLE,HANDS UP,2,0,1
2026-04-07T23:20:08,HANDS UP,IDLE,2,0,0
2026-04-07T23:20:20,IDLE,HANDS UP,3,0,2
2026-04-07T23:20:24,HANDS UP,IDLE,3,1,0
2026-04-07T23:20:31,IDLE,STILLNESS,3,1,0
2026-04-07T23:20:39,STILLNESS,IDLE,3,1,0
2026-04-07T23:20:44,IDLE,STILLNESS,3,1,0
2026-04-07T23:20:52,STILLNESS,IDLE,3,0,1
2026-04-07T23:20:56,IDLE,HANDS UP,4,0,2
2026-04-07T23:21:00,HANDS UP,IDLE,3,1,0
2026-04-07T23:21:03,IDLE,HANDS UP,3,1,2
2026-04-07T23:21:08,HANDS UP,IDLE,3,1,1
2026-04-07T23:21:15,IDLE,SQUAT,3,2,1
2026-04-07T23:21:20,SQUAT,IDLE,4,1,0
2026-04-07T23:21:23,IDLE,SQUAT,3,2,1
2026-04-07T23:21:28,SQUAT,IDLE,3,1,0
2026-04-07T23:21:35,IDLE,STILLNESS,3,0,0
2026-04-07T23:21:43,STILLNESS,HUDDLE LEFT,2,0,0
2026-04-07T23:21:47,HUDDLE LEFT,IDLE,3,0,1
2026-04-07T23:21:51,IDLE,HANDS UP,2,0,1
2026-04-07T23:21:55,HANDS UP,IDLE,4,0,0
2026-04-07T23:22:00,IDLE,HUDDLE RIGHT,3,0,0
2026-04-07T23:22:05,HUDDLE RIGHT,IDLE,3,0,0
2026-04-07T23:22:09,IDLE,HUDDLE LEFT,2,0,0
2026-04-07T23:22:14,HUDDLE LEFT,IDLE,3,1,0
2026-04-07T23:22:18,IDLE,HANDS UP,3,1,2
2026-04-07T23:22:22,HANDS UP,IDLE,3,0,0
2026-04-07T23:22:25,IDLE,STILLNESS,3,1,0
2026-04-07T23:22:33,STILLNESS,SQUAT,3,2,1
2026-04-07T23:22:39,SQUAT,HUDDLE LEFT,3,1,0
2026-04-07T23:22:43,HUDDLE LEFT,SQUAT,3,2,0
2026-04-07T23:22:48,SQUAT,IDLE,2,0,0
2026-04-07T23:22:51,IDLE,HUDDLE LEFT,3,1,1
2026-04-07T23:22:56,HUDDLE LEFT,SQUAT,2,1,0
2026-04-07T23:23:01,SQUAT,HUDDLE LEFT,3,1,0
2026-04-07T23:23:05,HUDDLE LEFT,SQUAT,3,2,0
2026-04-07T23:23:10,SQUAT,HUDDLE LEFT,3,1,0
2026-04-07T23:23:15,HUDDLE LEFT,SQUAT,3,2,0
2026-04-07T23:23:20,SQUAT,HUDDLE LEFT,3,0,0
2026-04-07T23:23:29,HUDDLE LEFT,SQUAT,4,2,0
2026-04-07T23:23:34,SQUAT,HUDDLE LEFT,3,0,0
2026-04-07T23:24:19,HUDDLE LEFT,HANDS UP,2,0,1
2026-04-07T23:24:23,HANDS UP,HUDDLE LEFT,3,0,0
2026-04-07T23:25:30,HUDDLE LEFT,IDLE,2,0,0
2026-04-07T23:25:33,IDLE,HUDDLE LEFT,3,0,0
2026-04-07T23:25:37,HUDDLE LEFT,STILLNESS,2,0,0
2026-04-07T23:25:45,STILLNESS,HANDS UP,2,0,1
2026-04-07T23:25:49,HANDS UP,HUDDLE LEFT,3,0,1
2026-04-07T23:25:55,HUDDLE LEFT,IDLE,2,0,0
2026-04-07T23:25:58,IDLE,HANDS UP,2,0,1
2026-04-07T23:26:02,HANDS UP,HUDDLE LEFT,3,0,1
2026-04-07T23:26:12,HUDDLE LEFT,IDLE,2,0,0
2026-04-07T23:26:15,IDLE,HUDDLE LEFT,3,0,0
2026-04-07T23:26:19,HUDDLE LEFT,IDLE,2,0,0
2026-04-07T23:26:22,IDLE,HUDDLE LEFT,3,0,0
2026-04-07T23:26:27,HUDDLE LEFT,IDLE,2,0,0
2026-04-07T23:26:30,IDLE,HUDDLE LEFT,3,0,0
2026-04-07T23:26:34,HUDDLE LEFT,IDLE,2,0,0
2026-04-07T23:26:37,IDLE,HUDDLE LEFT,3,0,0
2026-04-07T23:26:41,HUDDLE LEFT,HANDS UP,2,0,1
2026-04-07T23:26:45,HANDS UP,SQUAT,3,2,1
2026-04-07T23:27:00,SQUAT,HUDDLE LEFT,2,0,0
2026-04-07T23:27:04,HUDDLE LEFT,SQUAT,3,2,0
2026-04-07T23:27:09,SQUAT,HUDDLE LEFT,2,0,0
2026-04-07T23:27:13,HUDDLE LEFT,SQUAT,3,2,0
2026-04-07T23:27:23,SQUAT,HUDDLE LEFT,2,0,0
2026-04-07T23:27:27,HUDDLE LEFT,SQUAT,2,1,0
2026-04-07T23:27:38,SQUAT,HUDDLE LEFT,3,1,0
2026-04-07T23:27:42,HUDDLE LEFT,SQUAT,2,1,0
2026-04-07T23:27:52,SQUAT,HUDDLE LEFT,2,0,0
2026-04-07T23:27:56,HUDDLE LEFT,SQUAT,2,1,0
2026-04-07T23:28:02,SQUAT,HUDDLE LEFT,2,0,0
2026-04-07T23:28:06,HUDDLE LEFT,SQUAT,2,1,0
2026-04-07T23:28:11,SQUAT,HANDS UP,2,1,1
2026-04-07T23:28:15,HANDS UP,SQUAT,3,2,1
2026-04-07T23:28:21,SQUAT,HUDDLE LEFT,3,1,1
2026-04-07T23:28:25,HUDDLE LEFT,SQUAT,3,2,0
2026-04-07T23:28:36,SQUAT,HUDDLE LEFT,3,1,0
2026-04-07T23:28:40,HUDDLE LEFT,SQUAT,3,2,0
2026-04-08T19:29:59,IDLE,SQUAT,1,1,0
2026-04-08T19:30:04,SQUAT,HANDS UP,1,1,1
2026-04-08T19:30:09,HANDS UP,IDLE,0,0,0
2026-04-08T19:30:12,IDLE,SQUAT,1,1,0
2026-04-08T19:30:17,SQUAT,IDLE,0,0,0
2026-04-08T19:30:21,IDLE,SQUAT,1,1,0
2026-04-08T19:30:26,SQUAT,IDLE,0,0,0
2026-04-08T19:30:29,IDLE,SQUAT,1,1,0
2026-04-08T19:30:34,SQUAT,IDLE,0,0,0
2026-04-08T19:30:37,IDLE,SQUAT,1,1,0
2026-04-08T19:30:42,SQUAT,IDLE,0,0,0
2026-04-08T19:31:17,IDLE,HANDS UP,1,0,1
2026-04-08T19:31:22,HANDS UP,IDLE,1,0,0
2026-04-08T19:31:27,IDLE,SQUAT,1,1,0
2026-04-08T19:31:32,SQUAT,IDLE,1,0,0
2026-04-08T19:31:38,IDLE,STILLNESS,1,0,0
2026-04-08T19:31:48,STILLNESS,IDLE,1,0,0
2026-04-08T19:31:51,IDLE,HANDS UP,1,0,1
2026-04-08T19:31:55,HANDS UP,IDLE,1,0,0
2026-04-08T19:32:01,IDLE,SQUAT,1,1,0
2026-04-08T19:32:07,SQUAT,IDLE,1,0,0
2026-04-08T19:32:44,IDLE,SQUAT,1,1,0
2026-04-08T19:32:49,SQUAT,HANDS UP,1,0,1
2026-04-08T19:32:54,HANDS UP,SQUAT,1,1,0
2026-04-08T19:32:59,SQUAT,IDLE,1,0,0
2026-04-08T19:33:09,IDLE,STILLNESS,1,0,0
2026-04-08T19:33:17,STILLNESS,IDLE,1,0,0
2026-04-08T19:33:28,IDLE,HUDDLE LEFT,2,0,0
2026-04-08T19:33:32,HUDDLE LEFT,IDLE,1,0,0
2026-04-08T19:34:02,IDLE,HUDDLE LEFT,2,0,0
2026-04-08T19:34:06,HUDDLE LEFT,IDLE,1,0,0
2026-04-08T19:34:09,IDLE,HUDDLE LEFT,2,0,0
2026-04-08T19:34:13,HUDDLE LEFT,IDLE,1,0,0
2026-04-08T19:34:16,IDLE,HANDS UP,1,1,1
2026-04-08T19:34:20,HANDS UP,IDLE,1,0,0
2026-04-08T19:34:23,IDLE,SQUAT,1,1,0
2026-04-08T19:34:29,SQUAT,IDLE,1,0,0
2026-04-08T19:34:32,IDLE,SQUAT,1,1,0
2026-04-08T19:34:37,SQUAT,STILLNESS,1,0,0
2026-04-08T19:34:57,STILLNESS,SQUAT,1,1,0
2026-04-08T19:35:02,SQUAT,IDLE,1,0,0
2026-04-08T19:35:05,IDLE,STILLNESS,1,0,0
2026-04-08T19:35:22,STILLNESS,SQUAT,1,1,0
2026-04-08T19:35:28,SQUAT,STILLNESS,1,0,0
2026-04-08T19:35:59,STILLNESS,SQUAT,1,1,0
2026-04-08T19:36:27,SQUAT,IDLE,1,0,0
2026-04-08T19:36:30,IDLE,SQUAT,1,1,0
2026-04-08T19:36:47,SQUAT,IDLE,1,0,0
2026-04-08T19:36:50,IDLE,SQUAT,1,1,0
2026-04-08T19:36:58,SQUAT,STILLNESS,1,0,0
2026-04-08T19:37:06,STILLNESS,SQUAT,1,1,0
2026-04-08T19:37:18,SQUAT,IDLE,1,0,0
2026-04-08T19:37:21,IDLE,SQUAT,1,1,0
2026-04-08T19:37:40,SQUAT,IDLE,1,0,0
2026-04-08T19:37:43,IDLE,SQUAT,1,1,0
2026-04-08T19:38:17,SQUAT,IDLE,1,0,0
2026-04-08T19:38:20,IDLE,HANDS UP,1,1,1
2026-04-08T19:38:26,HANDS UP,SQUAT,1,1,0
2026-04-08T21:17:51,IDLE,HANDS UP,1,0,1
2026-04-08T21:17:55,HANDS UP,IDLE,1,0,0
2026-04-08T21:17:58,IDLE,STILLNESS,1,0,0
2026-04-08T21:18:06,STILLNESS,IDLE,1,0,0
2026-04-08T21:18:11,IDLE,HANDS UP,1,0,1
2026-04-08T21:18:15,HANDS UP,SQUAT,1,1,0
2026-04-08T21:18:24,SQUAT,HANDS UP,1,1,1
2026-04-08T21:18:28,HANDS UP,SQUAT,1,1,0
2026-04-08T21:18:34,SQUAT,IDLE,1,0,0
2026-04-08T21:18:37,IDLE,HANDS UP,1,0,1
2026-04-08T21:18:41,HANDS UP,IDLE,0,0,0
2026-04-08T21:19:07,IDLE,SQUAT,2,1,0
2026-04-08T21:19:23,SQUAT,HANDS UP,1,1,1
2026-04-08T21:19:27,HANDS UP,IDLE,0,0,0
2026-04-08T21:20:13,IDLE,SQUAT,1,1,0
2026-04-08T21:20:37,SQUAT,IDLE,0,0,0
2026-04-08T21:20:40,IDLE,SQUAT,1,1,0
2026-04-08T21:20:45,SQUAT,IDLE,0,0,0
2026-04-08T21:21:01,IDLE,SQUAT,1,1,0
2026-04-08T21:21:10,SQUAT,HUDDLE LEFT,3,1,0
2026-04-08T21:21:14,HUDDLE LEFT,SQUAT,2,1,0
2026-04-08T21:21:21,SQUAT,HANDS UP,2,1,1
2026-04-08T21:21:25,HANDS UP,SQUAT,2,1,0
2026-04-08T21:21:43,SQUAT,HANDS UP,2,1,1
2026-04-08T21:21:47,HANDS UP,SQUAT,2,1,0
2026-04-08T21:21:52,SQUAT,HANDS UP,2,1,1
2026-04-08T21:21:56,HANDS UP,SQUAT,2,1,0
2026-04-08T21:22:27,SQUAT,HANDS UP,2,1,1
2026-04-08T21:22:32,HANDS UP,SQUAT,2,1,0
2026-04-08T21:22:45,SQUAT,HANDS UP,2,1,1
2026-04-08T21:22:49,HANDS UP,SQUAT,2,1,0
2026-04-08T21:23:15,SQUAT,HANDS UP,2,1,1
2026-04-08T21:23:19,HANDS UP,SQUAT,2,1,0
2026-04-08T21:23:27,SQUAT,HANDS UP,2,1,1
2026-04-08T21:23:32,HANDS UP,SQUAT,2,1,0
2026-04-08T21:23:46,SQUAT,HANDS UP,2,1,1
2026-04-08T21:23:56,HANDS UP,SQUAT,2,1,0
2026-04-08T21:24:04,SQUAT,IDLE,0,0,0
2026-04-08T21:47:39,IDLE,HANDS UP,1,0,1
2026-04-08T21:47:45,HANDS UP,IDLE,1,0,0
2026-04-08T21:47:48,IDLE,HANDS UP,1,0,1
2026-04-08T21:47:52,HANDS UP,IDLE,1,0,0
2026-04-08T21:47:55,IDLE,STILLNESS,1,0,0
2026-04-08T21:48:03,STILLNESS,HANDS UP,1,0,1
2026-04-08T21:48:07,HANDS UP,IDLE,1,0,0
2026-04-08T21:48:11,IDLE,SQUAT,1,1,0
2026-04-08T21:48:17,SQUAT,IDLE,1,0,0
2026-04-08T21:48:20,IDLE,SQUAT,1,1,0
2026-04-08T21:48:26,SQUAT,IDLE,1,0,0
2026-04-08T21:48:29,IDLE,STILLNESS,1,0,0
2026-04-08T21:48:37,STILLNESS,IDLE,1,0,0
2026-04-08T21:48:41,IDLE,HANDS UP,1,0,1
2026-04-08T21:48:45,HANDS UP,SQUAT,1,1,0
2026-04-08T21:48:50,SQUAT,IDLE,1,0,0
2026-04-08T21:48:55,IDLE,STILLNESS,1,0,0
2026-04-08T21:49:03,STILLNESS,IDLE,1,0,0
2026-04-08T21:49:17,IDLE,HANDS UP,1,0,1
2026-04-08T21:49:21,HANDS UP,IDLE,0,0,0
2026-04-08T22:02:44,IDLE,HUDDLE RIGHT,2,0,0
2026-04-08T22:02:49,HUDDLE RIGHT,IDLE,1,0,0
2026-04-08T22:03:22,IDLE,HANDS UP,1,0,1
2026-04-08T22:03:26,HANDS UP,IDLE,0,0,0
2026-04-08T22:04:06,IDLE,SQUAT,1,1,0
2026-04-08T22:04:30,SQUAT,STILLNESS,1,0,0
2026-04-08T22:04:38,STILLNESS,HANDS UP,1,1,1
2026-04-08T22:04:47,HANDS UP,SQUAT,1,1,0
2026-04-08T22:04:56,SQUAT,HANDS UP,1,1,1
2026-04-08T22:05:00,HANDS UP,SQUAT,2,1,0
2026-04-08T22:05:05,SQUAT,HANDS UP,2,1,1
2026-04-08T22:05:09,HANDS UP,SQUAT,2,1,0
2026-04-08T22:05:20,SQUAT,STILLNESS,1,0,0
2026-04-08T22:05:28,STILLNESS,SQUAT,2,1,0
2026-04-08T22:05:35,SQUAT,HANDS UP,2,1,1
2026-04-08T22:05:39,HANDS UP,SQUAT,2,1,0
2026-04-08T22:05:46,SQUAT,IDLE,0,0,0
2026-04-08T22:54:44,IDLE,SQUAT,2,2,0
2026-04-08T22:54:54,SQUAT,IDLE,0,0,0
2026-04-08T22:54:58,IDLE,SQUAT,1,1,0
2026-04-08T22:55:03,SQUAT,IDLE,0,0,0
2026-04-08T22:55:33,IDLE,SQUAT,1,1,0
2026-04-08T22:55:38,SQUAT,IDLE,1,0,0
2026-04-08T22:55:41,IDLE,SQUAT,2,2,0
2026-04-08T22:55:47,SQUAT,IDLE,1,0,0
2026-04-08T22:55:51,IDLE,HANDS UP,1,0,1
2026-04-08T22:55:55,HANDS UP,IDLE,1,0,0
2026-04-08T22:55:58,IDLE,SQUAT,1,1,0
2026-04-08T22:56:03,SQUAT,IDLE,0,0,0
2026-04-08T22:57:31,IDLE,SQUAT,1,1,0
2026-04-08T22:57:37,SQUAT,IDLE,0,0,0
2026-04-08T22:57:42,IDLE,SQUAT,1,1,0
2026-04-08T22:57:47,SQUAT,IDLE,0,0,0
2026-04-08T22:57:51,IDLE,SQUAT,1,1,0
2026-04-08T22:58:02,SQUAT,HANDS UP,1,1,1
2026-04-08T22:58:07,HANDS UP,SQUAT,1,1,0
2026-04-08T22:58:13,SQUAT,HANDS UP,1,0,1
2026-04-08T22:58:17,HANDS UP,SQUAT,1,1,0
2026-04-08T22:58:22,SQUAT,IDLE,1,0,0
2026-04-08T22:58:25,IDLE,SQUAT,2,1,0
2026-04-08T22:58:30,SQUAT,HANDS UP,2,1,1
2026-04-08T22:58:38,HANDS UP,SQUAT,2,2,0
2026-04-08T22:58:45,SQUAT,HANDS UP,2,2,1
2026-04-08T22:58:49,HANDS UP,SQUAT,2,1,0
2026-04-08T22:58:55,SQUAT,STILLNESS,1,0,0
2026-04-08T22:59:03,STILLNESS,SQUAT,2,1,0
2026-04-08T22:59:26,SQUAT,IDLE,1,0,0
2026-04-08T22:59:29,IDLE,HUDDLE RIGHT,2,0,0
2026-04-08T22:59:33,HUDDLE RIGHT,IDLE,2,0,0
2026-04-08T22:59:36,IDLE,SQUAT,2,1,0
2026-04-08T22:59:45,SQUAT,STILLNESS,2,0,0
2026-04-08T22:59:53,STILLNESS,SQUAT,2,1,0
2026-04-08T22:59:59,SQUAT,STILLNESS,2,0,0
2026-04-08T23:00:07,STILLNESS,IDLE,1,0,0
2026-04-08T23:00:10,IDLE,HUDDLE LEFT,2,0,0
2026-04-08T23:00:22,HUDDLE LEFT,STILLNESS,1,0,0
2026-04-08T23:00:30,STILLNESS,IDLE,2,0,0
2026-04-08T23:00:33,IDLE,HUDDLE RIGHT,2,0,0
2026-04-08T23:00:38,HUDDLE RIGHT,HANDS UP,2,0,1
2026-04-08T23:00:42,HANDS UP,IDLE,1,0,0
2026-04-08T23:00:50,IDLE,STILLNESS,1,0,0
2026-04-08T23:00:58,STILLNESS,IDLE,1,0,0
2026-04-08T23:01:03,IDLE,STILLNESS,1,0,0
2026-04-08T23:01:19,STILLNESS,IDLE,1,0,0
2026-04-08T23:01:25,IDLE,STILLNESS,1,0,0
2026-04-08T23:01:33,STILLNESS,SQUAT,1,1,0
